# Start of entries inserted by Plustar
127.0.0.1	www.g.asdafdgfgf.com
127.0.0.1	soft.update999.cn
127.0.0.1	soft.update365.us
127.0.0.1	root.51113.com
127.0.0.1	g.asdafdgfgf.com
127.0.0.1	abcd.update999.cn
127.0.0.1	abc.update999.cn
127.0.0.1	xldd.com
127.0.0.1	x.222360.com
127.0.0.1	www.3xmiracle.com
127.0.0.1	www.3xfestival.com
127.0.0.1	www.3xcurves.com
127.0.0.1	www.3xclipsonline.com
127.0.0.1	www.3x-galls.com
127.0.0.1	www.3x-festival.com
127.0.0.1	www.3ebay.it
127.0.0.1	www.3bay.it
127.0.0.1	www.3abetterinternet.com
127.0.0.1	www.36site.com
127.0.0.1	www.3322.org
127.0.0.1	www.2squared.com
127.0.0.1	www.2search.org
127.0.0.1	www.2search.com
127.0.0.1	www.2every.net
127.0.0.1	www.24teen.com
127.0.0.1	www.24.365soft.info
127.0.0.1	www.24-7searching-and-more.com
127.0.0.1	www.24-7pharmacy.info
127.0.0.1	www.222360.com
127.0.0.1	www.2020search.com
127.0.0.1	www.2007-download.com
127.0.0.1	www.2006ooo.com
127.0.0.1	www.1stsearchportal.com
127.0.0.1	www.1stpagehere.com
127.0.0.1	www.1stantivirus.com
127.0.0.1	www.1sexparty.com
127.0.0.1	www.1987324.com
127.0.0.1	www.181.365soft.info
127.0.0.1	www.180solutions.com
127.0.0.1	www.180searchassistant.com
127.0.0.1	www.1800searchonline.com
127.0.0.1	www.163ns.com
127.0.0.1	www.139mm.com
127.0.0.1	www.136136.net
127.0.0.1	www.132.com
127.0.0.1	www.123topsearch.com
127.0.0.1	www.10sek.com
127.0.0.1	www.100sexlinks.com
127.0.0.1	www.100888290cs.com
127.0.0.1	www.1001-search.info
127.0.0.1	www.1-extreme.biz
127.0.0.1	www.1-domains-registrations.com
127.0.0.1	www.032439.com
127.0.0.1	www.00hq.com
127.0.0.1	www.008k.com
127.0.0.1	www.007guard.com
127.0.0.1	update999.cn
127.0.0.1	update365.us
127.0.0.1	union.222360.com
127.0.0.1	soft.kav2008.com
127.0.0.1	real.kav2008.com
127.0.0.1	localhost
127.0.0.1	kav2008.com
127.0.0.1	arpcnn.cn
127.0.0.1	al.99.vc
127.0.0.1	ad1978.com
127.0.0.1	51113.com
127.0.0.1	3xfestival.com
127.0.0.1	3xcurves.com
127.0.0.1	3xclipsonline.com
127.0.0.1	3x-galls.com
127.0.0.1	3x-festival.com
127.0.0.1	3ebay.it
127.0.0.1	3bay.it
127.0.0.1	3abetterinternet.com
127.0.0.1	39-93.com
127.0.0.1	3721.com
127.0.0.1	36site.com
127.0.0.1	365soft.info
127.0.0.1	3322.org
127.0.0.1	2squared.com
127.0.0.1	2search.org
127.0.0.1	2search.com
127.0.0.1	2ndpower.com
127.0.0.1	2every.net
127.0.0.1	24teen.com
127.0.0.1	24.365soft.info
127.0.0.1	24-7searching-and-more.com
127.0.0.1	24-7pharmacy.info
127.0.0.1	20x2p.com
127.0.0.1	2020search.com
127.0.0.1	2007-download.com
127.0.0.1	2.82211.net
127.0.0.1	1stsearchportal.com
127.0.0.1	1stpagehere.com
127.0.0.1	1stantivirus.com
127.0.0.1	1sexparty.com
127.0.0.1	1987324.com
127.0.0.1	181.365soft.info
127.0.0.1	180solutions.com
127.0.0.1	180searchassistant.com
127.0.0.1	1800searchonline.com
127.0.0.1	171203.com
127.0.0.1	17-plus.com
127.0.0.1	163ns.com
127.0.0.1	139mm.com
127.0.0.1	136136.net
127.0.0.1	132.com
127.0.0.1	123topsearch.com
127.0.0.1	10sek.com
127.0.0.1	100sexlinks.com
127.0.0.1	100888290cs.com
127.0.0.1	1001-search.info
127.0.0.1	1-extreme.biz
127.0.0.1	1-domains-registrations.com
127.0.0.1	032439.com
127.0.0.1	010402.com
127.0.0.1	00hq.com
127.0.0.1	008k.com
127.0.0.1	008i.com
127.0.0.1	007guard.com
# End of entries inserted by Plustar
